StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q2_4_TEXT,Q3,Q3_8_TEXT,Q16,Q16_2_TEXT,Q4,Q18,Q5,Q6,Q8,Q9,Q10,Q11,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,SC0
2018-11-27 11:11:27,2018-11-27 11:15:32,IP Address,74.207.45.51,100,245,True,2018-11-27 11:15:32,R_bEE0jw8v0KVLlWF,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Male,,Caucasian,,United States,,Senior-level courses,May 2019,No,I have followed the laid out curriculum plan for the nursing major,No,,Over 12 hours,,True Nearly All of the Time,True Nearly All of the Time,Not True at All,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,Often True,True Nearly All of the Time,Sometimes True,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Almost Never,Almost Never,Very Infrequently,Very Frequently,Somewhat Frequently,Very Infrequently,Almost Never,Almost Never,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Almost Never,Almost Never,Almost Never,Almost Never,Never,Never,Almost Never,Fairly Often,Fairly Often,Very Often,Very Often,Never,Very Often,Very Often,Almost Never,Very Often,Very Often,Never,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not difficult at all,83
2018-11-27 11:30:54,2018-11-27 11:37:35,IP Address,96.42.213.121,100,401,True,2018-11-27 11:37:36,R_3knRNkX4KkpReDg,,,,,44.0496063232421875,-92.48960113525390625,anonymous,EN,23-25,Female,,Caucasian,,United States,,Senior-level courses,December 2018,No,I transferred in one or more courses,Yes,Over 20 hours,8-12 hours,,Often True,True Nearly All of the Time,Sometimes True,Often True,True Nearly All of the Time,Often True,Often True,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,Often True,Often True,Often True,Sometimes True,Sometimes True,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,True Nearly All of the Time,Very Frequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Very Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Almost Never,Almost Never,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Sometimes,Never,Sometimes,Very Often,Very Often,Very Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Very Often,Sometimes,Fairly Often,Almost Never,Not at all sure,Several days,Not at all sure,Several days,Not at all sure,Over half the days,Not at all sure,Somewhat difficult,84
2018-11-27 11:40:37,2018-11-27 11:49:32,IP Address,74.207.35.61,100,534,True,2018-11-27 11:49:32,R_23gaaoJnys3lg13,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,8-12 hours,0-4 hours,SASC (Student Academic Support Center),Often True,True Nearly All of the Time,Sometimes True,Often True,Often True,Sometimes True,Often True,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,Rarely True,Often True,Often True,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Almost Never,Very Infrequently,Very Infrequently,Almost Never,Somewhat Infrequently,Almost Never,Very Infrequently,Very Infrequently,Almost Never,Sometimes,Never,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Very Often,Fairly Often,Never,Several days,Not at all sure,Several days,Not at all sure,Not at all sure,Several days,Several days,Somewhat difficult,102
2018-11-27 11:50:01,2018-11-27 11:56:27,IP Address,66.168.21.31,100,385,True,2018-11-27 11:56:27,R_1oFtLsGFhlRqiZl,,,,,44.0496063232421875,-92.48960113525390625,anonymous,EN,18-22,Female,,Hispanic/Latinx,,United States,,Junior-level courses,,No,I have followed the laid out curriculum plan for the nursing major,No,,0-4 hours,,Sometimes True,Sometimes True,Not True at All,Sometimes True,Sometimes True,Rarely True,Rarely True,Rarely True,Not True at All,True Nearly All of the Time,Sometimes True,Sometimes True,Rarely True,Rarely True,Sometimes True,Rarely True,Sometimes True,Often True,Rarely True,Rarely True,True Nearly All of the Time,Sometimes True,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,Very Frequently,Almost Never,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Very Frequently,Almost Never,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Often,Fairly Often,Very Often,Sometimes,Sometimes,Almost Never,Sometimes,Very Often,Never,Almost Never,Very Often,Very Often,Almost Never,Very Often,Nearly every day,Several days,Several days,Nearly every day,Over half the days,Nearly every day,Not at all sure,Very difficult,117
2018-11-27 11:52:49,2018-11-27 11:58:04,IP Address,74.207.59.17,100,315,True,2018-11-27 11:58:05,R_vB6hTpEYYeoYM7f,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I transferred in one or more courses,Yes,5-8 hours,0-4 hours,,Often True,True Nearly All of the Time,True Nearly All of the Time,Often True,True Nearly All of the Time,Rarely True,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Sometimes True,True Nearly All of the Time,Often True,Often True,Often True,True Nearly All of the Time,Rarely True,Often True,Often True,Often True,Often True,Often True,Very Frequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Very Frequently,Almost Never,Somewhat Infrequently,Somewhat Infrequently,Very Frequently,Very Infrequently,Almost Never,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Fairly Often,Sometimes,Very Often,Very Often,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Over half the days,Over half the days,Over half the days,Not at all sure,Not at all sure,Over half the days,Not at all sure,Somewhat difficult,99
2018-11-27 11:59:13,2018-11-27 12:04:54,IP Address,74.207.47.86,100,340,True,2018-11-27 12:04:54,R_1d7e7nDrwbQF11U,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I transferred in one or more courses,No,,0-4 hours,SASC (Student Academic Support Center),Sometimes True,Often True,Rarely True,Sometimes True,Often True,Often True,Often True,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Often True,Sometimes True,Sometimes True,Rarely True,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Often True,Often True,Rarely True,Sometimes True,Sometimes True,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Almost Never,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Almost Never,Somewhat Frequently,Somewhat Infrequently,Almost Never,Very Often,Fairly Often,Very Often,Sometimes,Sometimes,Sometimes,Almost Never,Very Often,Sometimes,Almost Never,Fairly Often,Very Often,Fairly Often,Very Often,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Not at all sure,Nearly every day,Not at all sure,Extremely difficult,119
2018-11-27 12:13:58,2018-11-27 12:21:09,IP Address,66.168.21.31,100,430,True,2018-11-27 12:21:10,R_2Y4F2uvLlk07YU1,,,,,44.0496063232421875,-92.48960113525390625,anonymous,EN,18-22,Female,,Caucasian,,United States,,Junior-level courses,,No,I transferred in one or more courses,No,,0-4 hours,,Often True,True Nearly All of the Time,Sometimes True,Often True,Rarely True,Not True at All,Not True at All,Often True,Sometimes True,Often True,Often True,Often True,True Nearly All of the Time,Sometimes True,Often True,Sometimes True,Often True,Sometimes True,Often True,Often True,True Nearly All of the Time,Not True at All,Often True,Sometimes True,Sometimes True,Somewhat Frequently,Almost Never,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Almost Never,Very Infrequently,Very Infrequently,Almost Never,Almost Never,Somewhat Infrequently,Almost Never,Almost Never,Very Infrequently,Almost Never,Sometimes,Fairly Often,Very Often,Fairly Often,Fairly Often,Very Often,Sometimes,Almost Never,Fairly Often,Almost Never,Sometimes,Very Often,Almost Never,Very Often,Several days,Several days,Not at all sure,Several days,Not at all sure,Not at all sure,Not at all sure,Somewhat difficult,110
2018-11-27 12:36:32,2018-11-27 12:41:12,IP Address,74.207.35.132,100,280,True,2018-11-27 12:41:12,R_blwgSrAv7L8E2fn,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I transferred in one or more courses,Yes,1-4 hours,0-4 hours,"SASC (Student Academic Support Center),TRIO Achievement Program",True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,True Nearly All of the Time,Somewhat Frequently,Almost Never,Almost Never,Somewhat Infrequently,Almost Never,Somewhat Infrequently,Almost Never,Almost Never,Almost Never,Somewhat Infrequently,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Fairly Often,Very Often,Very Often,Very Often,Fairly Often,Almost Never,Almost Never,Fairly Often,Sometimes,Very Often,Sometimes,Sometimes,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Several days,Not at all sure,Not difficult at all,103
2018-11-27 12:47:03,2018-11-27 12:55:40,IP Address,74.207.53.61,100,516,True,2018-11-27 12:55:40,R_2wTtKQFOHqV34b1,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Hispanic/Latinx,,Prefer not to answer,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,5-8 hours,0-4 hours,Prefer not to answer,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,True Nearly All of the Time,Often True,Often True,Sometimes True,True Nearly All of the Time,Rarely True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Somewhat Frequently,Very Infrequently,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Frequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Often,Very Often,Very Often,Fairly Often,Very Often,Very Often,Fairly Often,Sometimes,Fairly Often,Very Often,Sometimes,Very Often,Very Often,Fairly Often,Nearly every day,Nearly every day,Nearly every day,Several days,Several days,Not at all sure,Nearly every day,Somewhat difficult,103
2018-11-27 11:34:40,2018-11-27 13:08:51,IP Address,74.207.55.45,100,5651,True,2018-11-27 13:08:52,R_7NZRrHrkaGmI38B,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,5-8 hours,0-4 hours,,Often True,True Nearly All of the Time,Sometimes True,Sometimes True,Often True,Sometimes True,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,Often True,Sometimes True,Sometimes True,Sometimes True,Rarely True,Sometimes True,Sometimes True,True Nearly All of the Time,Often True,Often True,True Nearly All of the Time,Often True,Very Infrequently,Very Infrequently,Very Infrequently,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Over half the days,Several days,Several days,Several days,Not at all sure,Not at all sure,Over half the days,Somewhat difficult,91
2018-11-27 13:18:18,2018-11-27 13:34:12,IP Address,74.207.59.135,100,953,True,2018-11-27 13:34:12,R_2YtDTae8pDNxga2,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,5-8 hours,0-4 hours,,Often True,True Nearly All of the Time,Not True at All,Often True,Sometimes True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,True Nearly All of the Time,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Almost Never,Very Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Fairly Often,Almost Never,Fairly Often,Almost Never,Fairly Often,Sometimes,Sometimes,Almost Never,Fairly Often,Sometimes,Fairly Often,Very Often,Sometimes,Sometimes,Over half the days,Over half the days,Over half the days,Several days,Over half the days,Over half the days,Over half the days,Somewhat difficult,111
2018-11-27 13:26:50,2018-11-27 13:39:54,IP Address,129.176.151.28,100,783,True,2018-11-27 13:39:54,R_3JwuO2oAjs4UKVH,,,,,44.003204345703125,-92.48349761962890625,anonymous,EN,18-22,Female,,Caucasian,,United States,,Junior-level courses,,Yes,,No,,0-4 hours,,Often True,True Nearly All of the Time,Rarely True,Often True,Often True,Often True,Often True,Often True,Often True,True Nearly All of the Time,Often True,Often True,Sometimes True,Often True,Sometimes True,Sometimes True,Often True,Sometimes True,Often True,Often True,True Nearly All of the Time,Sometimes True,Often True,Often True,True Nearly All of the Time,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Very Frequently,Very Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Sometimes,Sometimes,Very Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Over half the days,Several days,Several days,Several days,Not at all sure,Several days,Several days,Somewhat difficult,83
2018-11-27 13:51:47,2018-11-27 14:00:07,IP Address,74.207.55.100,100,500,True,2018-11-27 14:00:08,R_1P7SicnktLk2hjr,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,8-12 hours,0-4 hours,SASC (Student Academic Support Center),True Nearly All of the Time,True Nearly All of the Time,Rarely True,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,Often True,True Nearly All of the Time,Sometimes True,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Somewhat Frequently,Very Infrequently,Very Infrequently,Very Infrequently,Almost Never,Very Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,,Somewhat Frequently,Almost Never,Almost Never,Sometimes,Very Often,Sometimes,Sometimes,Fairly Often,Almost Never,Fairly Often,Very Often,Sometimes,Sometimes,Very Often,Never,Not at all sure,Several days,Over half the days,Several days,Not at all sure,Several days,Not at all sure,Not difficult at all,83
2018-11-27 13:50:01,2018-11-27 14:00:19,IP Address,74.207.44.29,100,618,True,2018-11-27 14:00:19,R_2aPnCh2ydTkSo8V,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,8-12 hours,5-8 hours,,Often True,True Nearly All of the Time,Sometimes True,Often True,Often True,Rarely True,Sometimes True,Sometimes True,Sometimes True,Often True,Often True,Often True,True Nearly All of the Time,Sometimes True,Sometimes True,Rarely True,Sometimes True,Rarely True,Sometimes True,Often True,Often True,Sometimes True,Sometimes True,Often True,True Nearly All of the Time,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Very Frequently,Almost Never,Very Frequently,Somewhat Infrequently,Very Infrequently,Fairly Often,Sometimes,Very Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Very Often,Sometimes,Fairly Often,Nearly every day,Over half the days,Several days,Several days,Not at all sure,Several days,Not at all sure,Somewhat difficult,95
2018-11-27 14:08:23,2018-11-27 14:13:57,IP Address,74.207.34.193,100,333,True,2018-11-27 14:13:57,R_3CAYRCDmEFXlxo3,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Other/Prefer to Self-Describe,,United States,,First Year-level courses,,No,I transferred in one or more courses,Yes,1-4 hours,0-4 hours,SASC (Student Academic Support Center),Sometimes True,True Nearly All of the Time,Sometimes True,Sometimes True,Sometimes True,Often True,Sometimes True,Sometimes True,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,Sometimes True,Often True,True Nearly All of the Time,Often True,Often True,Sometimes True,Often True,Sometimes True,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,Somewhat Infrequently,Almost Never,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Very Frequently,Somewhat Infrequently,Very Infrequently,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Almost Never,Almost Never,Fairly Often,Very Often,Fairly Often,Fairly Often,Over half the days,Several days,Several days,Several days,Over half the days,Nearly every day,Not at all sure,Somewhat difficult,104
2018-11-27 14:09:55,2018-11-27 14:16:23,IP Address,74.207.54.79,100,388,True,2018-11-27 14:16:24,R_pyC4YDsQXwUDVD3,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I transferred in one or more courses,No,,5-8 hours,,Often True,True Nearly All of the Time,Sometimes True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,Sometimes True,True Nearly All of the Time,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,Somewhat Frequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Sometimes,Almost Never,Very Often,Very Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Fairly Often,Sometimes,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Not difficult at all,94
2018-11-27 14:18:19,2018-11-27 14:31:30,IP Address,74.207.59.50,100,791,True,2018-11-27 14:31:30,R_2DZe6vNlPzn4czY,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,No,,5-8 hours,,Often True,True Nearly All of the Time,Rarely True,Often True,True Nearly All of the Time,Sometimes True,Sometimes True,Often True,Often True,Often True,Often True,Often True,Sometimes True,Sometimes True,Often True,Often True,Sometimes True,Sometimes True,Sometimes True,Often True,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,Often True,Often True,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Very Frequently,Very Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Sometimes,Almost Never,Very Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Very Often,Fairly Often,Sometimes,Nearly every day,Several days,Several days,Several days,Not at all sure,Not at all sure,Not at all sure,Somewhat difficult,79
2018-11-27 14:41:19,2018-11-27 14:46:49,IP Address,74.207.35.178,100,329,True,2018-11-27 14:46:49,R_2R7CPntCnUKi7Ix,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Senior-level courses,May 2019,No,I have followed the laid out curriculum plan for the nursing major,Yes,8-12 hours,0-4 hours,SASC (Student Academic Support Center),Often True,True Nearly All of the Time,Often True,Often True,True Nearly All of the Time,Rarely True,Often True,Often True,Often True,True Nearly All of the Time,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,Very Infrequently,Almost Never,Almost Never,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Almost Never,Almost Never,Almost Never,Somewhat Infrequently,Very Infrequently,Almost Never,Almost Never,Never,Sometimes,Sometimes,Very Often,Very Often,Very Often,Never,Fairly Often,Very Often,Almost Never,Very Often,Very Often,Never,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not difficult at all,91
2018-11-27 15:40:17,2018-11-27 15:45:32,IP Address,74.207.60.91,100,315,True,2018-11-27 15:45:33,R_bIOTA2lGu8Rlyjn,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Senior-level courses,May 2019,No,I have followed the laid out curriculum plan for the nursing major,Yes,17-20 hours,5-8 hours,,Often True,True Nearly All of the Time,Sometimes True,Often True,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,Sometimes True,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,Sometimes True,Often True,Rarely True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,True Nearly All of the Time,Very Frequently,Almost Never,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Frequently,Very Frequently,Very Infrequently,Somewhat Frequently,Almost Never,Very Frequently,Somewhat Frequently,Very Frequently,Sometimes,Almost Never,Fairly Often,Fairly Often,Fairly Often,Very Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Several days,Not at all sure,Several days,Not at all sure,Not at all sure,Several days,Not at all sure,Not difficult at all,78
2018-11-27 15:34:02,2018-11-27 15:45:39,IP Address,74.207.55.12,100,697,True,2018-11-27 15:45:40,R_Ug0VQObTuZKdSMh,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I transferred in one or more courses,Yes,5-8 hours,5-8 hours,,Often True,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,Often True,True Nearly All of the Time,Often True,Sometimes True,True Nearly All of the Time,Often True,Sometimes True,Sometimes True,True Nearly All of the Time,Sometimes True,Rarely True,Rarely True,Sometimes True,Sometimes True,Often True,Often True,True Nearly All of the Time,Sometimes True,Sometimes True,Sometimes True,True Nearly All of the Time,Very Frequently,Very Frequently,Very Frequently,Very Frequently,Very Frequently,Very Frequently,Very Frequently,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Frequently,Very Frequently,Almost Always,Very Frequently,Almost Always,Fairly Often,Fairly Often,Very Often,Sometimes,Almost Never,Fairly Often,Sometimes,Fairly Often,Sometimes,Never,Sometimes,Very Often,Almost Never,Very Often,Nearly every day,Over half the days,Nearly every day,Over half the days,Several days,Several days,Not at all sure,Somewhat difficult,84
2018-11-27 08:55:08,2018-11-27 16:52:57,IP Address,74.207.52.224,100,28669,True,2018-11-27 16:52:58,R_3lSY46rYWsLSBiN,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I transferred in one or more courses,No,,5-8 hours,SASC (Student Academic Support Center),Often True,True Nearly All of the Time,Often True,Sometimes True,Often True,Sometimes True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Sometimes True,Sometimes True,Rarely True,Sometimes True,Sometimes True,True Nearly All of the Time,Often True,True Nearly All of the Time,Often True,Sometimes True,Often True,True Nearly All of the Time,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Fairly Often,Sometimes,Very Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,Fairly Often,Very Often,Fairly Often,Fairly Often,Over half the days,Several days,Over half the days,Several days,Several days,Several days,Several days,Somewhat difficult,107
